LOC_Os01g52304,0
LOC_Os01g52320,0
LOC_Os01g52330,0
LOC_Os01g52340,0
LOC_Os01g52370,0
LOC_Os01g52380,0
LOC_Os01g52390,0
LOC_Os01g52400,0
LOC_Os01g52410,0
LOC_Os01g52420,0
LOC_Os01g52430,0
LOC_Os01g52440,0
LOC_Os01g52450,0
LOC_Os01g52460,0
LOC_Os01g52470,0
LOC_Os01g52480,0
LOC_Os01g52490,0
LOC_Os01g52500,0
LOC_Os01g52514,0
LOC_Os01g52530,0
LOC_Os01g52540,0
LOC_Os01g52550,0
LOC_Os01g52560,0
LOC_Os01g52570,0
LOC_Os01g52590,0
LOC_Os01g52594,0
LOC_Os01g52610,0
LOC_Os01g52630,0
LOC_Os01g52640,0
LOC_Os01g52650,0
LOC_Os01g52660,0
LOC_Os01g52670,0
LOC_Os01g52680,0
LOC_Os01g52690,0
LOC_Os01g52700,0
LOC_Os01g52710,0
LOC_Os01g52720,0
LOC_Os01g52730,0
LOC_Os01g52740,0
LOC_Os01g52750,0
LOC_Os01g52760,0
LOC_Os01g52770,0
LOC_Os01g52780,0
LOC_Os01g52790,0
LOC_Os01g52800,0
LOC_Os01g52810,0
LOC_Os01g52820,0
LOC_Os01g52830,0
LOC_Os01g52840,0
LOC_Os01g52851,0
LOC_Os01g52864,0
LOC_Os01g52880,0
LOC_Os01g52890,0
LOC_Os01g52900,0
LOC_Os01g52910,0
LOC_Os01g52920,0
LOC_Os01g52930,0
LOC_Os01g52940,0
LOC_Os01g52950,0
LOC_Os01g52960,0
LOC_Os01g52970,0
LOC_Os01g52980,0
LOC_Os01g53000,0
LOC_Os01g53010,0
LOC_Os01g53020,0
LOC_Os01g53030,0
LOC_Os01g53040,0
LOC_Os01g53060,0
LOC_Os01g53070,0
LOC_Os01g53079,0
LOC_Os01g53090,0
LOC_Os01g53100,0
LOC_Os01g53130,0
LOC_Os01g53140,0
LOC_Os01g53150,0
LOC_Os01g53160,0
LOC_Os01g53170,0
LOC_Os01g53180,0
LOC_Os01g53190,0
LOC_Os01g53200,0
LOC_Os01g53210,0
LOC_Os01g53220,0
LOC_Os01g53230,0
LOC_Os01g53240,0
LOC_Os01g53250,0
LOC_Os01g53255,0
LOC_Os01g53260,0
LOC_Os01g53280,0
LOC_Os01g53294,0
LOC_Os01g53310,0
LOC_Os01g53320,0
LOC_Os01g53330,0
LOC_Os01g53340,0
LOC_Os01g53350,0
LOC_Os01g53360,0
LOC_Os01g53370,0
LOC_Os01g53380,0
LOC_Os01g53390,0
LOC_Os01g53420,0
LOC_Os01g53430,0
LOC_Os01g53440,0
LOC_Os01g53460,0
LOC_Os01g53450,0
LOC_Os01g53470,0
LOC_Os01g53480,0
LOC_Os01g53500,0
LOC_Os01g53520,0
LOC_Os01g53540,0
LOC_Os01g53550,0
LOC_Os01g53560,0
LOC_Os01g53570,0
LOC_Os01g53580,0
LOC_Os01g53590,0
LOC_Os01g53600,0
LOC_Os01g53610,0
LOC_Os01g53620,0
LOC_Os01g53630,0
LOC_Os01g53640,0
LOC_Os01g53650,0
LOC_Os01g53660,0
LOC_Os01g53670,0
LOC_Os01g53680,0
LOC_Os01g53690,0
LOC_Os01g53700,0
LOC_Os01g53710,0
LOC_Os01g53720,0
